,Unnamed: 0,Location,Price,Rooms,Bathrooms,CarPorch,Furnishing,Year,State,Area,UnitType,PropertyType,BuiltUp
7853,18235,"Wangsa Maju, Kuala Lumpur",403600,3,2,1.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,15.0,770.0
7854,18236,"Wangsa Maju, Kuala Lumpur",400000,3,2,1.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,15.0,770.0
7855,18238,"Wangsa Maju, Kuala Lumpur",400000,3,2,1.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,15.0,770.0
7856,18241,"Jalan Kuching, Kuala Lumpur",295000,2,2,1.0,2.0,2019,Kuala Lumpur,Jalan Kuching,1.0,13.0,774.0
7857,18251,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",365000,1,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7858,18252,"Bukit Jalil, Kuala Lumpur",275000,3,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,775.0
7859,18253,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",398000,1,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7860,18256,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",430000,1,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7861,18257,"Bukit Jalil, Kuala Lumpur",270000,2,1,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,775.0
7862,18259,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",448000,1,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7863,18260,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",420000,0,1,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7864,18265,"Bukit Jalil, Kuala Lumpur",320000,1,1,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,775.0
7865,18266,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",380000,1,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7866,18267,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",390000,1,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7867,18269,"Bukit Jalil, Kuala Lumpur",275000,2,1,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,775.0
7868,18274,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",399000,1,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7869,18278,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",388000,1,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,775.0
7870,18280,"Bukit Jalil, Kuala Lumpur",318000,1,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,775.0
7871,18283,"Bukit Jalil, Kuala Lumpur",318000,2,1,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,12.0,775.0
7872,18289,"Batu Caves, Kuala Lumpur",185000,3,2,1.0,2.0,2019,Kuala Lumpur,Batu Caves,1.0,9.0,776.0
7873,18290,"Batu Caves, Kuala Lumpur",168000,3,2,1.0,2.0,2019,Kuala Lumpur,Batu Caves,1.0,9.0,776.0
7874,18296,"KL City, Kuala Lumpur",824000,2,2,1.0,2.0,2019,Kuala Lumpur,KL City,1.0,12.0,778.0
7875,18299,"Taman Tun Dr Ismail, Kuala Lumpur",1200000,2,2,2.0,2.0,2019,Kuala Lumpur,Taman Tun Dr Ismail,1.0,15.0,779.0
7876,18301,"Cheras, Kuala Lumpur",278000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,780.0
7877,18304,"Cheras, Kuala Lumpur",270000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,780.0
7878,18305,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",330000,2,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,12.0,780.0
7879,18308,"Taman Desa, Kuala Lumpur",290000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,12.0,780.0
7880,18309,"Cheras, Kuala Lumpur",279000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,780.0
7881,18311,"Cheras, Kuala Lumpur",275000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,780.0
7882,18312,"Wangsa Maju, Kuala Lumpur",310000,3,2,1.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,9.0,780.0
7883,18313,"Cheras, Kuala Lumpur",280000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,780.0
7884,18316,"Ampang, Kuala Lumpur",630000,1,1,1.0,2.0,2019,Kuala Lumpur,Ampang,1.0,15.0,781.0
7885,18319,"Ampang, Kuala Lumpur",750000,1,1,1.0,2.0,2019,Kuala Lumpur,Ampang,1.0,15.0,781.0
7886,18321,"Ampang, Kuala Lumpur",590000,1,1,1.0,2.0,2019,Kuala Lumpur,Ampang,1.0,15.0,781.0
7887,18326,"Wangsa Maju, Kuala Lumpur",310000,3,2,1.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,9.0,783.0
7888,18327,"Taman Tun Dr Ismail, Kuala Lumpur",1005000,2,2,2.0,2.0,2019,Kuala Lumpur,Taman Tun Dr Ismail,1.0,15.0,783.0
7889,18330,"Bukit Bintang, Kuala Lumpur",550000,1,1,1.0,2.0,2019,Kuala Lumpur,Bukit Bintang,1.0,12.0,785.0
7890,18331,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",599999,2,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,785.0
7891,18333,"Ampang Hilir, Kuala Lumpur",522000,2,2,1.0,2.0,2019,Kuala Lumpur,Ampang Hilir,1.0,12.0,785.0
7892,18338,"Taman Desa, Kuala Lumpur",330000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,12.0,790.0
7893,18339,"Ampang, Kuala Lumpur",760000,1,1,1.0,2.0,2019,Kuala Lumpur,Ampang,1.0,15.0,790.0
7894,18340,"Bukit Jalil, Kuala Lumpur",628000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,791.0
7895,18341,"Bukit Jalil, Kuala Lumpur",630000,2,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,791.0
7896,18343,"Bukit Jalil, Kuala Lumpur",655000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,791.0
7897,18345,"Bukit Jalil, Kuala Lumpur",610000,2,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,791.0
7898,18347,"Bukit Jalil, Kuala Lumpur",660000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,791.0
7899,18349,"Bukit Jalil, Kuala Lumpur",630000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,791.0
7900,18350,"Bukit Jalil, Kuala Lumpur",650000,2,2,2.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,15.0,791.0
7901,18361,"KL Eco City, Kuala Lumpur",1080000,1,1,1.0,2.0,2019,Kuala Lumpur,KL Eco City,1.0,12.0,796.0
7902,18362,"KLCC, Kuala Lumpur",2055000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,797.0
7903,18363,"KL Eco City, Kuala Lumpur",1020000,1,1,1.0,2.0,2019,Kuala Lumpur,KL Eco City,1.0,12.0,797.0
7904,18366,"KL Eco City, Kuala Lumpur",1200000,1,1,1.0,2.0,2019,Kuala Lumpur,KL Eco City,1.0,12.0,797.0
7905,18367,"Cheras, Kuala Lumpur",399000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,797.0
7906,18368,"KL Eco City, Kuala Lumpur",1190321,1,1,1.0,2.0,2019,Kuala Lumpur,KL Eco City,1.0,15.0,797.0
7907,18375,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",508000,2,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,15.0,798.0
7908,18378,"Seputeh, Kuala Lumpur",450000,2,1,1.0,2.0,2019,Kuala Lumpur,Seputeh,1.0,12.0,798.0
7909,18383,"Bangsar South, Kuala Lumpur",690000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,800.0
7910,18387,"Cheras, Kuala Lumpur",230000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,800.0
7911,18399,"Cheras, Kuala Lumpur",768000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,800.0
7912,18400,"Desa Petaling, Kuala Lumpur",275000,3,3,1.0,2.0,2019,Kuala Lumpur,Desa Petaling,1.0,12.0,800.0
7913,18402,"Cheras, Kuala Lumpur",730000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,800.0
7914,18403,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",280000,3,2,1.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,9.0,800.0
7915,18407,"Cheras, Kuala Lumpur",800000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,800.0
7916,18412,"Wangsa Maju, Kuala Lumpur",400000,3,2,1.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,15.0,800.0
7917,18414,"Bangsar, Kuala Lumpur",460000,2,1,1.0,2.0,2019,Kuala Lumpur,Bangsar,1.0,12.0,800.0
7918,18418,"Cheras, Kuala Lumpur",290000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,800.0
7919,18420,"Cheras, Kuala Lumpur",700000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,800.0
7920,18421,"Cheras, Kuala Lumpur",688000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,800.0
7921,18422,"KL City, Kuala Lumpur",250000,3,1,1.0,2.0,2019,Kuala Lumpur,KL City,1.0,9.0,800.0
7922,18423,"Dutamas, Kuala Lumpur",460000,3,2,1.0,2.0,2019,Kuala Lumpur,Dutamas,1.0,12.0,800.0
7923,18424,"Dutamas, Kuala Lumpur",480000,3,2,2.0,2.0,2019,Kuala Lumpur,Dutamas,1.0,12.0,800.0
7924,18427,"Cheras, Kuala Lumpur",305000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,800.0
7925,18429,"KLCC, Kuala Lumpur",1281600,2,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,12.0,801.0
7926,18430,"KLCC, Kuala Lumpur",1589000,2,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,12.0,801.0
7927,18431,"KLCC, Kuala Lumpur",1350650,2,2,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,12.0,801.0
7928,18432,"Setapak, Kuala Lumpur",210000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,802.0
7929,18436,"Setapak, Kuala Lumpur",265000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,802.0
7930,18438,"Cheras, Kuala Lumpur",680000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,803.0
7931,18440,"Bandar Menjalara, Kuala Lumpur",340000,3,2,1.0,2.0,2019,Kuala Lumpur,Bandar Menjalara,1.0,15.0,803.0
7932,18441,"Cheras, Kuala Lumpur",788000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,803.0
7933,18442,"Cheras, Kuala Lumpur",800000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,803.0
7934,18445,"Bukit Jalil, Kuala Lumpur",420000,2,1,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,9.0,804.0
7935,18449,"Setapak, Kuala Lumpur",230000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,805.0
7936,18451,"Pantai, Kuala Lumpur",540000,2,2,2.0,2.0,2019,Kuala Lumpur,Pantai,1.0,15.0,805.0
7937,18453,"Kepong, Kuala Lumpur",368000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,9.0,805.0
7938,18455,"Pantai, Kuala Lumpur",540000,3,2,2.0,2.0,2019,Kuala Lumpur,Pantai,1.0,15.0,805.0
7939,18460,"KLCC, Kuala Lumpur",750000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,807.0
7940,18464,"Bangsar South, Kuala Lumpur",650000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,807.0
7941,18466,"Kepong, Kuala Lumpur",325000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,12.0,808.0
7942,18468,"KLCC, Kuala Lumpur",1995000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,808.0
7943,18470,"Bandar Menjalara, Kuala Lumpur",340000,3,2,1.0,2.0,2019,Kuala Lumpur,Bandar Menjalara,1.0,15.0,808.0
7944,18471,"Bandar Menjalara, Kuala Lumpur",380000,3,2,1.0,2.0,2019,Kuala Lumpur,Bandar Menjalara,1.0,15.0,808.0
7945,18476,"KLCC, Kuala Lumpur",900000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,809.0
7946,18479,"KL Sentral, Kuala Lumpur",980000,2,1,1.0,2.0,2019,Kuala Lumpur,KL Sentral,1.0,12.0,811.0
7947,18483,"Bangsar South, Kuala Lumpur",841500,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,813.0
7948,18486,"Cheras, Kuala Lumpur",790000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,814.0
7949,18487,"Cheras, Kuala Lumpur",814000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,814.0
7950,18488,"KLCC, Kuala Lumpur",1836000,1,1,1.0,2.0,2019,Kuala Lumpur,KLCC,1.0,15.0,815.0
7951,18491,"Bangsar South, Kuala Lumpur",690000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,815.0
7952,18493,"Bangsar South, Kuala Lumpur",730000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,815.0
7953,18496,"Cheras, Kuala Lumpur",287000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,817.0
7954,18497,"Cheras, Kuala Lumpur",330000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,817.0
7955,18498,"Cheras, Kuala Lumpur",288000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,817.0
7956,18501,"Bukit Jalil, Kuala Lumpur",388000,3,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,9.0,818.0
7957,18504,"Bukit Jalil, Kuala Lumpur",310000,2,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,9.0,818.0
7958,18507,"Kepong, Kuala Lumpur",280000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,9.0,818.0
7959,18508,"Kepong, Kuala Lumpur",380000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,12.0,818.0
7960,18509,"Segambut, Kuala Lumpur",355000,3,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,9.0,818.0
7961,18512,"Cheras, Kuala Lumpur",320000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,818.0
7962,18514,"Sentul, Kuala Lumpur",680000,2,2,1.0,2.0,2019,Kuala Lumpur,Sentul,1.0,12.0,819.0
7963,18515,"Cheras, Kuala Lumpur",385000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,819.0
7964,18520,"Cheras, Kuala Lumpur",390000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,819.0
7965,18521,"Cheras, Kuala Lumpur",390288,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,819.0
7966,18527,"Cheras, Kuala Lumpur",300000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,820.0
7967,18530,"Bukit Jalil, Kuala Lumpur",380000,3,2,1.0,2.0,2019,Kuala Lumpur,Bukit Jalil,1.0,9.0,820.0
7968,18531,"KL Sentral, Kuala Lumpur",2100000,0,1,1.0,2.0,2019,Kuala Lumpur,KL Sentral,1.0,15.0,820.0
7969,18534,"Cheras, Kuala Lumpur",310000,3,3,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,820.0
7970,18535,"KL Sentral, Kuala Lumpur",2300000,0,1,1.0,2.0,2019,Kuala Lumpur,KL Sentral,1.0,15.0,820.0
7971,18536,"KL Sentral, Kuala Lumpur",2103300,0,1,1.0,2.0,2019,Kuala Lumpur,KL Sentral,1.0,15.0,820.0
7972,18537,"Cheras, Kuala Lumpur",408000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,820.0
7973,18539,"Bangsar South, Kuala Lumpur",660000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,820.0
7974,18551,"Kepong, Kuala Lumpur",285000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,9.0,820.0
7975,18552,"Kepong, Kuala Lumpur",295000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,9.0,820.0
7976,18555,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",340000,3,2,3.0,2.0,2019,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),1.0,9.0,820.0
7977,18557,"Cheras, Kuala Lumpur",601469,1,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,821.0
7978,18558,"Cheras, Kuala Lumpur",579964,0,1,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,15.0,821.0
7979,18563,"Bangsar South, Kuala Lumpur",750000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,823.0
7980,18565,"Bangsar South, Kuala Lumpur",700000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,823.0
7981,18567,"Bangsar South, Kuala Lumpur",650000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,823.0
7982,18568,"Bangsar South, Kuala Lumpur",680000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,823.0
7983,18575,"Sentul, Kuala Lumpur",688000,2,2,1.0,2.0,2019,Kuala Lumpur,Sentul,1.0,12.0,824.0
7984,18576,"Cheras, Kuala Lumpur",403000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,825.0
7985,18578,"Kepong, Kuala Lumpur",318000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,9.0,825.0
7986,18584,"Sri Petaling, Kuala Lumpur",380000,2,2,2.0,2.0,2019,Kuala Lumpur,Sri Petaling,1.0,3.0,825.0
7987,18585,"Kepong, Kuala Lumpur",300000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,9.0,825.0
7988,18589,"KL Sentral, Kuala Lumpur",1046800,2,2,2.0,2.0,2019,Kuala Lumpur,KL Sentral,1.0,15.0,826.0
7989,18590,"KL Sentral, Kuala Lumpur",972800,2,2,2.0,2.0,2019,Kuala Lumpur,KL Sentral,1.0,15.0,826.0
7990,18591,"Desa Petaling, Kuala Lumpur",280000,3,2,1.0,2.0,2019,Kuala Lumpur,Desa Petaling,1.0,9.0,826.0
7991,18592,"Batu Caves, Kuala Lumpur",208000,3,2,1.0,2.0,2019,Kuala Lumpur,Batu Caves,1.0,9.0,826.0
7992,18596,"Damansara Heights, Kuala Lumpur",960000,1,2,1.0,2.0,2019,Kuala Lumpur,Damansara Heights,1.0,15.0,828.0
7993,18606,"Setapak, Kuala Lumpur",513600,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,15.0,829.0
7994,18608,"Setapak, Kuala Lumpur",560800,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,15.0,829.0
7995,18610,"Taman Desa, Kuala Lumpur",340000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,829.0
7996,18611,"Taman Desa, Kuala Lumpur",320000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,829.0
7997,18613,"Segambut, Kuala Lumpur",535000,2,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,15.0,829.0
7998,18614,"Segambut, Kuala Lumpur",525000,2,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,15.0,829.0
7999,18615,"Segambut, Kuala Lumpur",528000,2,2,1.0,2.0,2019,Kuala Lumpur,Segambut,1.0,15.0,829.0
8000,18616,"Segambut, Kuala Lumpur",528000,2,2,2.0,2.0,2019,Kuala Lumpur,Segambut,1.0,15.0,829.0
8001,18617,"Desa Petaling, Kuala Lumpur",265000,3,2,1.0,2.0,2019,Kuala Lumpur,Desa Petaling,1.0,9.0,830.0
8002,18618,"Cheras, Kuala Lumpur",308000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,830.0
8003,18619,"Cheras, Kuala Lumpur",298000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,830.0
8004,18620,"Bandar Menjalara, Kuala Lumpur",297000,2,2,1.0,2.0,2019,Kuala Lumpur,Bandar Menjalara,1.0,15.0,830.0
8005,18621,"Taman Desa, Kuala Lumpur",295000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,830.0
8006,18622,"Taman Desa, Kuala Lumpur",275000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,830.0
8007,18623,"Wangsa Maju, Kuala Lumpur",533000,3,2,2.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,15.0,830.0
8008,18624,"Taman Desa, Kuala Lumpur",289000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,830.0
8009,18625,"Cheras, Kuala Lumpur",360000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,830.0
8010,18626,"Taman Desa, Kuala Lumpur",350000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,830.0
8011,18630,"Ampang, Kuala Lumpur",730000,1,2,2.0,2.0,2019,Kuala Lumpur,Ampang,1.0,15.0,830.0
8012,18632,"Taman Desa, Kuala Lumpur",308000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,830.0
8013,18634,"Cheras, Kuala Lumpur",350000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,830.0
8014,18635,"Cheras, Kuala Lumpur",330000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,830.0
8015,18636,"Cheras, Kuala Lumpur",325000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,830.0
8016,18637,"Cheras, Kuala Lumpur",318000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,830.0
8017,18638,"Taman Desa, Kuala Lumpur",319000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,830.0
8018,18639,"Taman Desa, Kuala Lumpur",299000,3,2,1.0,2.0,2019,Kuala Lumpur,Taman Desa,1.0,9.0,830.0
8019,18640,"Desa Petaling, Kuala Lumpur",263000,3,2,1.0,2.0,2019,Kuala Lumpur,Desa Petaling,1.0,9.0,831.0
8020,18641,"Desa Petaling, Kuala Lumpur",285000,3,2,1.0,2.0,2019,Kuala Lumpur,Desa Petaling,1.0,9.0,831.0
8021,18642,"Desa Petaling, Kuala Lumpur",270000,3,2,1.0,2.0,2019,Kuala Lumpur,Desa Petaling,1.0,9.0,831.0
8022,18646,"Setapak, Kuala Lumpur",235000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,832.0
8023,18647,"Setapak, Kuala Lumpur",248000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,832.0
8024,18648,"Cheras, Kuala Lumpur",385000,3,2,2.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,832.0
8025,18650,"Cheras, Kuala Lumpur",380000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,12.0,832.0
8026,18651,"Bangsar South, Kuala Lumpur",630000,2,2,1.0,2.0,2019,Kuala Lumpur,Bangsar South,1.0,15.0,832.0
8027,18656,"Setapak, Kuala Lumpur",310000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,9.0,835.0
8028,18657,"Setapak, Kuala Lumpur",340000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,9.0,835.0
8029,18658,"Kepong, Kuala Lumpur",300000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,15.0,836.0
8030,18664,"Bandar Menjalara, Kuala Lumpur",320000,3,2,1.0,2.0,2019,Kuala Lumpur,Bandar Menjalara,1.0,15.0,837.0
8031,18676,"Bandar Menjalara, Kuala Lumpur",320000,3,2,1.0,2.0,2019,Kuala Lumpur,Bandar Menjalara,1.0,15.0,839.0
8032,18677,"Bandar Tasik Selatan, Kuala Lumpur",610000,3,2,1.0,2.0,2019,Kuala Lumpur,Bandar Tasik Selatan,1.0,12.0,839.0
8033,18678,"Cheras, Kuala Lumpur",318000,3,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,839.0
8034,18686,"Taman Melawati, Kuala Lumpur",480000,2,2,1.0,2.0,2019,Kuala Lumpur,Taman Melawati,1.0,3.0,840.0
8035,18688,"Taman Melawati, Kuala Lumpur",450000,2,2,3.0,2.0,2019,Kuala Lumpur,Taman Melawati,1.0,3.0,840.0
8036,18692,"Wangsa Maju, Kuala Lumpur",399000,3,2,2.0,2.0,2019,Kuala Lumpur,Wangsa Maju,1.0,15.0,841.0
8037,18695,"Setapak, Kuala Lumpur",458000,3,2,2.0,2.0,2019,Kuala Lumpur,Setapak,1.0,15.0,842.0
8038,18698,"Setapak, Kuala Lumpur",428000,3,2,2.0,2.0,2019,Kuala Lumpur,Setapak,1.0,15.0,842.0
8039,18702,"Setapak, Kuala Lumpur",435000,3,2,2.0,2.0,2019,Kuala Lumpur,Setapak,1.0,15.0,845.0
8040,18706,"Setapak, Kuala Lumpur",250000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,845.0
8041,18707,"Setapak, Kuala Lumpur",280000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,845.0
8042,18709,"Setapak, Kuala Lumpur",260000,3,2,2.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,845.0
8043,18711,"Kepong, Kuala Lumpur",320000,3,2,1.0,2.0,2019,Kuala Lumpur,Kepong,1.0,15.0,845.0
8044,18712,"Setapak, Kuala Lumpur",270000,3,2,1.0,2.0,2019,Kuala Lumpur,Setapak,1.0,12.0,845.0
8045,18715,"Cheras, Kuala Lumpur",899000,2,2,1.0,2.0,2019,Kuala Lumpur,Cheras,1.0,9.0,847.0
